record_type,link_id,genre,rating,count,within_genre_pct,within_rating_pct,x,y,point_order,thickness_px,node_side,node_label,node_display,node_total,x0,x1,y0,y1,label_x,label_y
link_point,Shooter to E10+,Shooter,E10+,37,6.176961602671119,7.724425887265135,0.8199999999999998,2140.5,5,4.330524344569288,,,,,,,,,,
link_point,Shooter to T,Shooter,T,223,37.228714524207014,17.531446540880502,0.18,3865.5,0,26.100187265917604,,,,,,,,,,
link_point,Shooter to T,Shooter,T,223,37.228714524207014,17.531446540880502,0.30799999999999994,3812.044,1,26.100187265917604,,,,,,,,,,
link_point,Shooter to T,Shooter,T,223,37.228714524207014,17.531446540880502,0.43599999999999994,3684.572,2,26.100187265917604,,,,,,,,,,
link_point,Shooter to T,Shooter,T,223,37.228714524207014,17.531446540880502,0.564,3532.428,3,26.100187265917604,,,,,,,,,,
link_point,Shooter to T,Shooter,T,223,37.228714524207014,17.531446540880502,0.692,3404.956,4,26.100187265917604,,,,,,,,,,
link_point,Shooter to T,Shooter,T,223,37.228714524207014,17.531446540880502,0.8199999999999998,3351.5,5,26.100187265917604,,,,,,,,,,
link_point,Shooter to M,Shooter,M,295,49.248747913188645,39.59731543624161,0.18,4124.5,0,34.52715355805243,,,,,,,,,,
link_point,Shooter to M,Shooter,M,295,49.248747913188645,39.59731543624161,0.30799999999999994,4121.172,1,34.52715355805243,,,,,,,,,,
link_point,Shooter to M,Shooter,M,295,49.248747913188645,39.59731543624161,0.43599999999999994,4113.236,2,34.52715355805243,,,,,,,,,,
link_point,Shooter to M,Shooter,M,295,49.248747913188645,39.59731543624161,0.564,4103.764,3,34.52715355805243,,,,,,,,,,
link_point,Shooter to M,Shooter,M,295,49.248747913188645,39.59731543624161,0.692,4095.828,4,34.52715355805243,,,,,,,,,,
link_point,Shooter to M,Shooter,M,295,49.248747913188645,39.59731543624161,0.8199999999999998,4092.5,5,34.52715355805243,,,,,,,,,,
node,,Sports,,,,,,,,,genre,Sports,Sports (742),742,0.15,0.18,0,742,0.14,371
node,,Racing,,,,,,,,,genre,Racing,Racing (510),510,0.15,0.18,774,1284,0.14,1029
node,,Simulation,,,,,,,,,genre,Simulation,Simulation (472),472,0.15,0.18,1316,1788,0.14,1552
node,,Action,,,,,,,,,genre,Action,"Action (1,154)",1154,0.15,0.18,1820,2974,0.14,2397
node,,Role-Playing,,,,,,,,,genre,Role-Playing,Role-Playing (635),635,0.15,0.18,3006,3641,0.14,3323.5
node,,Shooter,,,,,,,,,genre,Shooter,Shooter (599),599,0.15,0.18,3673,4272,0.14,3972.5
node,,,E,,,,,,,,rating,E,"E — Everyone (1,616)",1616,0.82,0.85,32,1648,0.86,840
node,,,E10+,,,,,,,,rating,E10+,E10+ — Everyone 10+ (479),479,0.82,0.85,1680,2159,0.86,1919.5
node,,,T,,,,,,,,rating,T,"T — Teen (1,272)",1272,0.82,0.85,2191,3463,0.86,2827
node,,,M,,,,,,,,rating,M,M — Mature (745),745,0.82,0.85,3495,4240,0.86,3867.5
