Name,Platform,Year_of_Release,Genre,User_Score,User_Count
Bullet Witch,X360,2006.0,Shooter,6.1,41.0
Spider-Man: Web of Shadows,DS,2008.0,Action,7.5,14.0
NBA Ballers: Rebound,PSP,2006.0,Sports,7.7,7.0
Silent Scope Complete,XB,2004.0,Shooter,7.4,5.0
King's Field: The Ancient City,PS2,2001.0,Role-Playing,8.5,13.0
Leisure Suit Larry: Box Office Bust,PS3,2009.0,Adventure,1.7,37.0
Indigo Prophecy,XB,2005.0,Adventure,7.7,39.0
Cabela's North American Adventures,PSP,2010.0,Sports,7.8,5.0
Sneakers,XB,2002.0,Puzzle,4.6,8.0
NHL 2K6,X360,2005.0,Sports,6.1,24.0
X-Men: Destiny,Wii,2011.0,Action,4.5,15.0
College Hoops 2K6,XB,2005.0,Sports,9.2,6.0
Contact,DS,2006.0,Role-Playing,8.2,35.0
NBA 2K16,PC,2015.0,Sports,5.7,65.0
Harvey Birdman: Attorney at Law,PSP,2008.0,Adventure,8.0,8.0
Harry Potter and the Deathly Hallows - Part 2,PC,2011.0,Action,5.0,56.0
Predator: Concrete Jungle,XB,2005.0,Action,8.0,10.0
Opoona,Wii,2007.0,Role-Playing,7.7,14.0
Big League Sports,Wii,2008.0,Sports,1.4,10.0
Steins;Gate,PSV,2013.0,Adventure,9.2,87.0
Rocky: Legends,XB,2004.0,Action,5.2,6.0
Star Trek: Shattered Universe,PS2,2004.0,Simulation,8.3,18.0
Ultra Street Fighter IV,PS4,2015.0,Fighting,5.9,94.0
EVE: Valkyrie,PS4,2016.0,Shooter,6.3,37.0
Dragon Ball: Evolution,PSP,2009.0,Fighting,0.9,50.0
The Crew: Wild Run,PS4,2015.0,Action,6.8,50.0
Natural Doctrine,PS4,2014.0,Role-Playing,6.0,79.0
NeverDead,X360,2012.0,Shooter,5.5,65.0
MotoGP 07,PS2,2007.0,Racing,9.1,7.0
Blades of Time,PS3,2012.0,Action,7.2,22.0
Thor: God of Thunder,3DS,2011.0,Action,4.2,5.0
Pro Evolution Soccer 2016,X360,2015.0,Sports,7.0,34.0
Cubic Ninja,3DS,2011.0,Platform,5.9,14.0
F1 2014,PC,2014.0,Racing,4.8,65.0
Harvest Moon: Frantic Farming,DS,2009.0,Puzzle,6.8,6.0
Angry Birds Star Wars,WiiU,2013.0,Strategy,6.8,17.0
Blue Dragon: Awakened Shadow,DS,2009.0,Role-Playing,6.6,10.0
Shining Force EXA,PS2,2007.0,Role-Playing,7.3,17.0
Digimon World DS,DS,2006.0,Role-Playing,7.6,27.0
MySims SkyHeroes,X360,2010.0,Action,5.5,4.0
Guilty Gear Isuka,PS2,2004.0,Fighting,7.5,13.0
Tornado Outbreak,Wii,2009.0,Action,8.2,5.0
Shovel Knight,WiiU,2015.0,Platform,8.3,280.0
Operation Abyss: New Tokyo Legacy,PSV,2014.0,Role-Playing,7.3,24.0
Skylanders: Spyro's Adventure,PC,2011.0,Action,3.5,15.0
Man vs. Wild,X360,2011.0,Action,4.6,8.0
MotoGP 2,XB,2003.0,Racing,8.5,14.0
iCarly 2: iJoin The Click!,Wii,2010.0,Adventure,9.0,10.0
Heatseeker,Wii,2007.0,Action,6.2,32.0
Ar tonelico: Melody of Elemia,PS2,2006.0,Role-Playing,7.7,43.0
Castlevania Double Pack,GBA,2006.0,Platform,8.4,12.0
Samurai Warriors 4: Empires,PS4,2015.0,Action,6.5,15.0
Steel Battalion,XB,2002.0,Simulation,8.5,20.0
Power Stone Collection,PSP,2006.0,Action,6.8,6.0
Cartoon Network: Punch Time Explosion,3DS,2011.0,Fighting,5.9,28.0
"Blast Works: Build, Trade, Destroy",Wii,2008.0,Shooter,7.7,17.0
SNK vs. Capcom Card Fighters DS,DS,2006.0,Strategy,4.8,6.0
Medieval II: Total War,PC,2006.0,Strategy,8.9,648.0
Lego Star Wars: The Force Awakens,PSV,2016.0,Action,7.1,13.0
Darkest of Days,X360,2009.0,Shooter,4.8,76.0
Skylanders Imaginators,XOne,2016.0,Platform,6.0,8.0
Minority Report: Everybody Runs,XB,2002.0,Action,5.0,4.0
NASCAR,PSP,2006.0,Racing,5.3,6.0
One Piece: Burning Blood,PSV,2016.0,Fighting,7.8,10.0
Playboy: The Mansion,XB,2005.0,Simulation,4.1,9.0
Disney's Aladdin in Nasira's Revenge,PS,2000.0,Action,8.3,7.0
Barnyard,PS2,2006.0,Action,8.7,10.0
Ultimate Marvel vs. Capcom 3,PS3,2011.0,Fighting,6.2,114.0
MindJack,X360,2011.0,Shooter,1.2,116.0
Pac-Man World 3,GC,2005.0,Platform,7.3,10.0
Glory Days 2,DS,2007.0,Strategy,7.3,6.0
Brain Age: Concentration Training,3DS,2012.0,Puzzle,7.9,17.0
Crash 'N' Burn,XB,2004.0,Racing,6.4,7.0
Pac-Man and the Ghostly Adventures 2,PS3,2014.0,Adventure,6.3,4.0
Hakuoki: Demon of the Fleeting Blossom,PSP,2009.0,Adventure,8.3,30.0
Speed Kings,PS2,2003.0,Racing,7.8,6.0
Dungeons,PC,2011.0,Strategy,4.6,106.0
Little League World Series Baseball 2008,Wii,2008.0,Sports,8.0,6.0
Winter Stars,X360,2011.0,Sports,6.5,4.0
Bladestorm: The Hundred Years' War,X360,2007.0,Action,6.8,16.0
Burnout Paradise: The Ultimate Box,PC,2009.0,Racing,7.5,435.0
Forever Kingdom,PS2,2001.0,Role-Playing,7.8,6.0
Blitz: Overtime,PSP,2006.0,Sports,7.5,4.0
Altered Beast: Guardian of the Realms,GBA,2002.0,Action,4.8,4.0
The Legend of Heroes: A Tear of Vermillion,PSP,2005.0,Role-Playing,7.7,26.0
Young Justice: Legacy,PS3,2013.0,Action,4.9,15.0
Raven Squad: Operation Hidden Dagger,X360,2009.0,Shooter,3.5,37.0
Age of Empires II: The Age of Kings,PC,1999.0,Strategy,9.0,801.0
Shining Tears,PS2,2004.0,Role-Playing,6.5,11.0
MotoGP,XB,2002.0,Racing,8.4,16.0
Scaler,PS2,2004.0,Platform,8.6,18.0
Halo 2,PC,2007.0,Shooter,5.6,216.0
Gradius V,PS2,2004.0,Shooter,8.5,13.0
Medal of Honor: Vanguard,Wii,2007.0,Shooter,7.0,24.0
Arcania: Gothic 4,X360,2010.0,Role-Playing,5.2,52.0
Psychonauts,PS2,2005.0,Platform,8.7,61.0
Code Lyoko: Quest for Infinity,Wii,2007.0,Action,8.5,8.0
Backyard Sports: Sandlot Sluggers,X360,2010.0,Sports,3.8,4.0
Digimon Rumble Arena 2,PS2,2004.0,Fighting,7.3,23.0
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016.0,Action,5.5,163.0
Ribbit King,PS2,2003.0,Sports,6.5,4.0
Alien Hominid,GC,2004.0,Shooter,8.5,15.0
Rygar: The Battle of Argus,Wii,2008.0,Action,7.0,4.0
Ninja Gaiden Black,XB,2005.0,Action,8.7,121.0
Touch Detective,DS,2006.0,Adventure,6.8,6.0
NCAA March Madness 08,PS3,2007.0,Sports,3.8,4.0
InuYasha: Secret of the Divine Jewel,DS,2007.0,Role-Playing,7.6,17.0
Bloody Roar 4,PS2,2003.0,Fighting,8.6,43.0
Let's Ride! Silver Buckle Stables,PS2,2006.0,Sports,7.8,6.0
I-Ninja,GC,2003.0,Platform,7.6,8.0
Steins;Gate 0,PSV,2015.0,Adventure,9.3,20.0
Football Manager 2017,PC,2016.0,Simulation,4.3,57.0
Wild ARMs: Alter Code F,PS2,2003.0,Role-Playing,8.3,26.0
Army Corps of Hell,PSV,2011.0,Action,6.6,28.0
Shrek SuperSlam,XB,2005.0,Action,9.3,4.0
Ultimate Mortal Kombat,DS,2007.0,Fighting,8.6,22.0
Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005.0,Shooter,9.0,25.0
Agassi Tennis Generation,PS2,2003.0,Sports,6.0,4.0
Metal Slug X,PS,2001.0,Shooter,8.8,31.0
Romance of the Three Kingdoms X,PS2,2005.0,Strategy,8.5,10.0
Prinny: Can I Really Be the Hero?,PSP,2008.0,Platform,7.0,41.0
GripShift,PSP,2005.0,Racing,8.7,22.0
Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009.0,Role-Playing,8.1,31.0
Beowulf: The Game,PSP,2007.0,Action,5.4,7.0
Skies of Arcadia,DC,2000.0,Role-Playing,9.4,98.0
NASCAR: Dirt to Daytona,GC,2002.0,Racing,7.3,7.0
Road Trip,PS2,2002.0,Racing,9.0,41.0
Jimmie Johnson's Anything With an Engine,X360,2011.0,Racing,8.8,8.0
echochrome,PSP,2008.0,Puzzle,7.7,13.0
Project Eden,PS2,2001.0,Action,7.8,8.0
Riviera: The Promised Land,PSP,2006.0,Role-Playing,7.7,17.0
Digimon All-Star Rumble,PS3,2014.0,Fighting,5.8,32.0
Driver: Renegade,3DS,2011.0,Racing,5.0,20.0
Yaiba: Ninja Gaiden Z,PS3,2014.0,Action,4.5,84.0
Castlevania: Lords of Shadow 2,X360,2014.0,Action,7.8,239.0
Ghosthunter,PS2,2003.0,Action,8.7,22.0
Shadow of Destiny,PSP,2009.0,Adventure,8.2,5.0
Pro Evolution Soccer 2012,PC,2011.0,Action,6.4,88.0
Mimana Iyar Chronicle,PSP,2009.0,Role-Playing,5.8,8.0
Def Jam Fight For NY: The Takeover,PSP,2006.0,Action,8.2,16.0
Tom Clancy's EndWar,DS,2008.0,Strategy,5.8,4.0
JASF: Jane's Advanced Strike Fighters,X360,2011.0,Simulation,4.5,8.0
The Smurfs 2,PS3,2013.0,Platform,5.0,7.0
Astro Boy: Omega Factor,GBA,2003.0,Action,8.6,18.0
Disgaea Infinite,PSP,2010.0,Adventure,4.4,40.0
Phantom Brave: The Hermuda Triangle,PSP,2010.0,Role-Playing,7.3,11.0
Fullmetal Alchemist: Dual Sympathy,DS,2005.0,Role-Playing,7.3,12.0
The Wolf Among Us,PS3,2014.0,Adventure,8.2,48.0
Lock's Quest,DS,2008.0,Strategy,8.7,27.0
Rugby 2005,PS2,2005.0,Sports,8.6,19.0
Pokemon Rumble World,3DS,2015.0,Action,6.4,69.0
Spectral Force Genesis,DS,2008.0,Role-Playing,7.0,5.0
Last Rebellion,PS3,2010.0,Role-Playing,4.6,34.0
DriveClub VR,PS4,2016.0,Racing,7.4,110.0
Quantum Theory,X360,2010.0,Shooter,3.6,31.0
SpongeBob: HeroPants,X360,2015.0,Platform,3.4,20.0
Tornado Outbreak,PS3,2009.0,Action,7.6,8.0
Justice League Heroes,DS,2006.0,Role-Playing,5.7,7.0
Back to the Future: The Game,PS3,2011.0,Adventure,6.8,51.0
Space Invaders Extreme,PSP,2008.0,Shooter,6.8,13.0
Mystic Heroes,GC,2002.0,Action,8.5,26.0
Zoids Assault,X360,2007.0,Strategy,7.3,7.0
Arslan: The Warriors of Legend,PS4,2015.0,Action,6.6,23.0
Freestyle Metal X,PS2,2003.0,Racing,8.3,17.0
Dark Angel: Vampire Apocalypse,PS2,2001.0,Role-Playing,5.6,5.0
Damnation,PS3,2009.0,Shooter,2.8,40.0
Super Puzzle Fighter II,GBA,,Puzzle,9.5,4.0
Supreme Commander,X360,2008.0,Strategy,5.7,19.0
Transworld Snowboarding,XB,2002.0,Sports,9.2,14.0
World Soccer Winning Eleven 8 International,XB,2004.0,Sports,8.4,11.0
Sniper Elite,XB,2005.0,Shooter,8.5,11.0
Mahjong Cub3D,3DS,2011.0,Puzzle,5.3,4.0
Test Drive: Eve of Destruction,XB,2004.0,Racing,8.7,7.0
Blazblue: Continuum Shift Extend,PS3,2011.0,Fighting,7.5,27.0
Crimson Sea,XB,2002.0,Action,8.2,10.0
Viewtiful Joe: Red Hot Rumble,PSP,2006.0,Action,6.3,6.0
Wolfenstein: The Old Blood,PC,2015.0,Action,7.6,338.0
GRID Autosport,X360,2014.0,Racing,6.0,56.0
Ikaruga,GC,2003.0,Shooter,8.5,42.0
The Suffering: Ties That Bind,XB,2005.0,Action,9.1,8.0
Nobunaga's Ambition: Iron Triangle,PS2,2006.0,Strategy,8.0,7.0
Crysis: Maximum Edition,PC,2009.0,Shooter,8.2,11.0
The Mummy: Tomb of the Dragon Emperor,Wii,2008.0,Action,6.4,5.0
Knights in the Nightmare,PSP,2010.0,Role-Playing,7.7,7.0
Terraria,3DS,2016.0,Action,7.1,21.0
Shrek Smash n' Crash Racing,PSP,2006.0,Racing,9.3,4.0
Digimon World 4,GC,2005.0,Role-Playing,8.1,19.0
Spectral Force 3,X360,2006.0,Role-Playing,7.5,19.0
Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,2005.0,Action,8.0,9.0
The Ant Bully,Wii,2006.0,Platform,1.4,5.0
Risen 3: Titan Lords,PC,2014.0,Role-Playing,5.7,822.0
Battle Fantasia,X360,2008.0,Fighting,6.6,8.0
Fire Pro Wrestling Returns,PS2,2005.0,Sports,8.5,17.0
Obscure: The Aftermath,PSP,2009.0,Action,8.2,20.0
Jimmy Neutron: Boy Genius,GC,2002.0,Platform,5.1,7.0
Henry Hatsworth in the Puzzling Adventure,DS,2009.0,Puzzle,8.0,38.0
Rollcage Stage II,PS,2000.0,Racing,8.9,16.0
Samurai Warriors 2: Xtreme Legends,PS2,2007.0,Action,8.0,9.0
Spider-Man: Edge of Time,Wii,2011.0,Action,5.2,6.0
Jumper: Griffin's Story,Wii,2008.0,Action,2.5,11.0
Forgotten Realms: Demon Stone,XB,2004.0,Action,6.5,6.0
LEGO Star Wars II: The Original Trilogy,GBA,2006.0,Action,7.0,6.0
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,XB,2005.0,Adventure,7.3,6.0
Top Gear Rally,GBA,2003.0,Racing,7.6,5.0
Red Faction: Armageddon,PC,2011.0,Shooter,6.7,273.0
Rugby 15,XOne,2015.0,Sports,3.1,30.0
XIII,GC,2003.0,Shooter,7.7,20.0
Wizardry: Tale of the Forsaken Land,PS2,2001.0,Role-Playing,7.5,6.0
ShellShock 2: Blood Trails,X360,2009.0,Shooter,5.9,33.0
F.E.A.R. Files,X360,2007.0,Shooter,7.1,16.0
Assassin's Creed Chronicles,PS4,2016.0,Action,6.1,12.0
The Smurfs 2,WiiU,2013.0,Platform,5.6,21.0
Lara Croft and the Temple of Osiris,PS4,2014.0,Action,6.7,128.0
The Sims 2: Apartment Life,PC,2008.0,Simulation,7.7,19.0
Killer7,PS2,2005.0,Action,8.1,36.0
Age of Mythology,PC,2002.0,Strategy,8.9,484.0
Astro Boy,PS2,2004.0,Action,6.9,7.0
Puss in Boots,PS3,2011.0,Action,7.0,4.0
Monster House,GBA,2006.0,Adventure,9.0,4.0
Cloudy With a Chance of Meatballs,X360,2009.0,Platform,6.5,11.0
MetropolisMania,PS2,2001.0,Strategy,7.1,16.0
NCAA Football 08,XB,2007.0,Sports,8.1,8.0
Ephemeral Fantasia,PS2,2000.0,Role-Playing,6.3,39.0
Counter-Strike: Source,PC,2004.0,Shooter,8.9,9851.0
Gray Matter,PC,2011.0,Adventure,7.7,80.0
America's Army: True Soldiers,X360,2007.0,Shooter,6.7,55.0
Raiden Fighters Aces,X360,2008.0,Shooter,7.5,12.0
NASCAR The Game: Inside Line,PS3,2012.0,Racing,4.5,15.0
Star Wars: Empire at War,PC,2006.0,Strategy,8.4,240.0
BlazBlue Central Fiction,PS4,2016.0,Fighting,7.6,39.0
Jaws: Ultimate Predator,Wii,2011.0,Action,6.3,4.0
Sega GT Online,XB,2003.0,Racing,9.2,5.0
Knights in the Nightmare,DS,2008.0,Role-Playing,8.6,23.0
Marvel Nemesis: Rise of the Imperfects,DS,2005.0,Fighting,6.5,16.0
Zoids: Legacy,GBA,2003.0,Role-Playing,8.9,9.0
Nano Assault,3DS,2011.0,Shooter,7.7,18.0
Captain America: Super Soldier,3DS,2011.0,Action,5.0,6.0
Onimusha Tactics,GBA,2003.0,Strategy,8.7,7.0
Bomberman Jetters,GC,2002.0,Puzzle,7.9,10.0
TOCA Race Driver 3,PS2,2006.0,Racing,7.2,15.0
Mad Dog McCree: Gunslinger Pack,Wii,2009.0,Shooter,5.0,11.0
How to Train Your Dragon 2,WiiU,2014.0,Adventure,4.9,7.0
Blacksite: Area 51,PS3,2007.0,Shooter,6.3,18.0
Disney's Donald Duck: Goin' Quackers,PS2,2000.0,Platform,7.3,7.0
Angry Birds Star Wars,PSV,2013.0,Strategy,2.0,13.0
Exit,PSP,2005.0,Puzzle,7.7,13.0
Harvey Birdman: Attorney at Law,Wii,2008.0,Adventure,7.8,5.0
Aliens versus Predator: Extinction,XB,2003.0,Strategy,7.7,21.0
Bejeweled 3,PC,2010.0,Puzzle,8.1,86.0
RTX Red Rock,PS2,2003.0,Shooter,5.0,4.0
FIFA Street 2,XB,2006.0,Sports,7.1,9.0
Smart Bomb,PSP,2005.0,Puzzle,5.4,5.0
Shining Force: Resurrection of the Dark Dragon,GBA,2004.0,Role-Playing,8.8,15.0
Shining Soul II,GBA,2003.0,Role-Playing,8.3,9.0
Guilty Gear XX Accent Core Plus,PSP,2008.0,Fighting,6.7,9.0
The Golf Club,PS4,2014.0,Sports,6.3,67.0
Hello Kitty: Roller Rescue,GC,2005.0,Action,6.8,6.0
Metal Slug Advance,GBA,2004.0,Shooter,8.3,14.0
Pac-Man World Rally,GC,2006.0,Racing,7.8,4.0
Blazing Angels: Squadrons of WWII,XB,2006.0,Simulation,6.8,4.0
God Eater Resurrection,PS4,2015.0,Action,7.8,44.0
NHL 2K7,X360,2006.0,Sports,7.9,166.0
Miami Nights: Singles in the City,DS,2008.0,Simulation,7.1,7.0
Shovel Knight,PS4,2015.0,Platform,7.6,312.0
Strider 2,PS,2000.0,Platform,8.1,11.0
Invizimals: The Alliance,PSV,2013.0,Action,6.8,10.0
Death Jr. and the Science Fair of Doom,DS,2007.0,Platform,7.5,6.0
Shin Megami Tensei: Digital Devil Saga 2,PS2,2005.0,Role-Playing,7.9,38.0
Pro Evolution Soccer 2013,PC,2012.0,Sports,6.9,182.0
Transformers: Devastation,PS3,2015.0,Action,7.1,17.0
Battleborn,PC,2016.0,Shooter,6.9,400.0
Agatha Christie: Evil Under the Sun,Wii,2008.0,Adventure,7.3,6.0
Don King Boxing,DS,2009.0,Sports,7.8,5.0
Grand Prix Challenge,PS2,2002.0,Racing,9.2,9.0
FIFA Soccer 2005,GBA,2004.0,Sports,7.8,5.0
ShellShock 2: Blood Trails,PS3,2009.0,Shooter,4.8,27.0
Mega Man Legacy Collection,PS4,2016.0,Platform,6.1,55.0
Knights Contract,PS3,2011.0,Action,6.0,8.0
NHL 06,GC,2005.0,Sports,9.3,7.0
State of Emergency 2,PS2,2006.0,Shooter,5.8,15.0
Fatal Frame III: The Tormented,PS2,2005.0,Action,8.9,58.0
Seven Samurai 20XX,PS2,2004.0,Action,7.0,6.0
Adventure Time: The Secret of the Nameless Kingdom,3DS,2014.0,Action,5.6,8.0
Risen 3: Titan Lords,PS3,2014.0,Role-Playing,3.7,77.0
Transformers: Devastation,X360,2015.0,Action,8.4,25.0
Tornado Outbreak,X360,2009.0,Action,8.0,6.0
Ninjabread Man,Wii,2007.0,Action,1.7,52.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004.0,Action,8.0,11.0
Battlefield 2,PC,2005.0,Shooter,8.4,837.0
Swingerz Golf,GC,2002.0,Sports,9.3,4.0
Titanfall 2,PC,2016.0,Shooter,8.0,488.0
Persona 4: Arena Ultimax,X360,2014.0,Fighting,7.4,35.0
Supremacy MMA,X360,2011.0,Fighting,6.2,11.0
The King of Fighters 2006,PS2,2006.0,Fighting,8.6,17.0
The Hidden,3DS,,Adventure,4.2,5.0
Nobunaga's Ambition: Rise to Power,PS2,2004.0,Strategy,8.8,6.0
FIFA Soccer 2003,GC,2002.0,Sports,7.8,10.0
Major League Baseball 2K11,PC,2011.0,Sports,5.9,16.0
The Italian Job,XB,2003.0,Racing,5.8,5.0
SafeCracker: The Ultimate Puzzle Adventure,Wii,2008.0,Puzzle,7.8,4.0
Warriors Orochi 3 Hyper,WiiU,2012.0,Action,7.4,31.0
NBA 10: The Inside,PSP,2009.0,Sports,3.0,13.0
PAC-MAN and the Ghostly Adventures,PS3,2013.0,Platform,3.1,7.0
The Legend of Alon D'ar,PS2,2001.0,Role-Playing,6.7,10.0
The Sims 3: Fast Lane Stuff,PC,2010.0,Simulation,5.4,14.0
Big Mutha Truckers,GC,2003.0,Racing,8.2,6.0
Super Robot Taisen OG Saga: Endless Frontier,DS,2008.0,Role-Playing,9.0,22.0
Sniper: Ghost Warrior 2,PC,2013.0,Shooter,5.8,320.0
Samurai Shodown Sen,X360,2009.0,Fighting,5.2,12.0
Samurai Western,PS2,2004.0,Action,7.6,5.0
Looney Tunes: Acme Arsenal,X360,2007.0,Action,6.8,13.0
Line Rider 2: Unbound,DS,2008.0,Puzzle,5.6,5.0
Harry Potter and the Sorcerer's Stone,GC,2003.0,Action,8.3,6.0
High Heat Major League Baseball 2004,XB,2003.0,Sports,8.4,8.0
TimeSplitters: Future Perfect,GC,2005.0,Shooter,9.1,41.0
"Warhammer 40,000: Dawn of War II - Retribution",PC,2011.0,Strategy,7.8,235.0
Incredible Crisis,PS,1999.0,Action,7.5,11.0
The King of Fighters EX2: Howling Blood,GBA,2002.0,Fighting,9.1,10.0
Ice Age 2: The Meltdown,Wii,2006.0,Platform,7.8,5.0
Knights Contract,X360,2011.0,Action,5.6,16.0
Hidden Invasion,PS2,2001.0,Shooter,5.8,4.0
Superman: Shadow of Apokolips,GC,2003.0,Action,7.3,8.0
Armored Core 3 Portable,PSP,2009.0,Simulation,6.7,6.0
PAC-MAN and the Ghostly Adventures,X360,2013.0,Platform,5.1,13.0
Batman: Dark Tomorrow,GC,2003.0,Action,3.2,19.0
Crush,PSP,2007.0,Puzzle,9.0,21.0
The First Templar,PC,2011.0,Action,5.8,60.0
Jillian Michaels Fitness Ultimatum 2010,DS,2009.0,Sports,8.2,5.0
Earth Defense Force 2017,X360,2006.0,Action,7.7,60.0
Tomb Raider: Legend,GC,2006.0,Action,7.8,8.0
RoadKill,XB,2003.0,Action,7.4,5.0
Game of Thrones,PC,2012.0,Role-Playing,6.5,345.0
From Russia With Love,PSP,2006.0,Action,6.9,12.0
Lost Dimension,PSV,2014.0,Role-Playing,8.3,35.0
Resident Evil 6,PS4,2016.0,Shooter,6.7,94.0
Assassin's Creed: Rogue,PC,2015.0,Action,7.5,362.0
Taz Wanted,GC,2002.0,Platform,7.0,5.0
Tomb Raider: Underworld,PC,2008.0,Action,7.7,272.0
Evolution Worlds,GC,2002.0,Role-Playing,8.0,10.0
Far Cry Vengeance,Wii,2006.0,Shooter,5.3,53.0
Code Lyoko: Fall of X.A.N.A.,DS,2008.0,Adventure,6.3,4.0
Worms: A Space Oddity,Wii,2008.0,Strategy,4.3,13.0
MLB Front Office Manager,PS3,2009.0,Sports,6.5,8.0
X Rebirth,PC,2013.0,Simulation,3.3,1340.0
Song of the Deep,PS4,2016.0,Action,7.3,30.0
Super Monkey Ball Adventure,PSP,2006.0,Platform,5.9,7.0
Worms: Open Warfare,DS,2006.0,Strategy,7.0,16.0
Gadget Racers,PS2,2000.0,Racing,7.4,7.0
Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2003.0,Role-Playing,8.2,13.0
Assassin's Creed The Ezio Collection,XOne,2016.0,Action,7.6,24.0
Ultimate Ghosts 'n Goblins,PSP,2006.0,Platform,7.7,18.0
Samurai Warriors 2,X360,2006.0,Action,8.7,18.0
TrackMania DS,DS,2008.0,Racing,6.9,12.0
Silent Hunter III,PC,2005.0,Simulation,7.9,95.0
Alien Syndrome,PSP,2007.0,Role-Playing,6.0,9.0
Endgame,PS2,2002.0,Shooter,6.8,5.0
The Dukes of Hazzard: Return of the General Lee,XB,2004.0,Racing,7.0,4.0
The Sims 3: Barnacle Bay,PC,2011.0,Simulation,6.7,9.0
WWE Crush Hour,GC,2003.0,Racing,7.0,5.0
Metal Gear Solid V: The Phantom Pain,PC,2015.0,Action,7.7,1963.0
NHL Hitz 20-03,GC,2002.0,Sports,8.4,5.0
C.O.P.: The Recruit,DS,2009.0,Action,7.5,13.0
Urban Reign,PS2,2005.0,Action,8.2,26.0
Soul Bubbles,DS,2008.0,Puzzle,8.0,22.0
Resident Evil 3: Nemesis,GC,2003.0,Action,8.3,44.0
All-Star Baseball 2004,GC,2003.0,Sports,9.2,5.0
Bangai-O Spirits,DS,2008.0,Shooter,8.1,27.0
Valentino Rossi: The Game,PS4,2016.0,Racing,8.0,50.0
Whac-A-Mole,DS,2005.0,Puzzle,5.4,7.0
Samurai Warriors Chronicles 3,3DS,2014.0,Action,6.1,10.0
Lost in Blue: Shipwrecked,Wii,2008.0,Adventure,6.0,6.0
Madden NFL 08,GC,2007.0,Sports,7.0,7.0
Stuart Little 3: Big Photo Adventure,PS2,2005.0,Platform,7.7,7.0
Serious Sam 3: BFE,PC,2011.0,Shooter,8.2,586.0
Infernal: Hell's Vengeance,X360,2009.0,Shooter,5.3,10.0
Pitfall: The Lost Expedition,GC,2004.0,Platform,8.6,8.0
Duke Nukem: Land of the Babes,PS,2000.0,Shooter,6.8,20.0
Puchi Puchi Virus,DS,2007.0,Puzzle,4.2,5.0
Need For Speed: Undercover,PC,2008.0,Racing,4.9,231.0
Need for Speed: Most Wanted,PC,2012.0,Racing,8.5,525.0
The Wolf Among Us,XOne,2014.0,Adventure,8.5,82.0
Zero Escape: Zero Time Dilemma,3DS,2016.0,Adventure,8.5,72.0
Stella Deus: The Gate of Eternity,PS2,2004.0,Strategy,8.0,9.0
Vietcong: Purple Haze,XB,2004.0,Shooter,8.4,11.0
Conflict: Desert Storm,GC,2003.0,Shooter,8.4,13.0
P.T.O. IV: Pacific Theater of Operations,PS2,2002.0,Strategy,6.6,5.0
Elebits: The Adventures of Kai and Zero,DS,2008.0,Adventure,8.3,4.0
Far Cry Instincts Evolution,XB,2006.0,Shooter,6.3,32.0
Rayman Origins,PC,2012.0,Platform,8.4,337.0
Medal of Honor: Underground,GBA,2002.0,Shooter,1.7,11.0
Dynasty Warriors 3,XB,2002.0,Action,8.9,20.0
Jimmie Johnson's Anything With an Engine,PS3,2011.0,Racing,6.8,4.0
Grand Ages: Medieval,PS4,2015.0,Strategy,7.1,12.0
The Legend of Kage 2,DS,2008.0,Action,6.3,4.0
Baroque,Wii,2008.0,Role-Playing,8.1,24.0
Lost Dimension,PS3,2014.0,Role-Playing,7.3,27.0
Magic Pengel: The Quest for Color,PS2,2002.0,Role-Playing,7.5,12.0
Agatha Christie: And Then There Were None,Wii,2008.0,Adventure,6.2,12.0
Futurama,PS2,2003.0,Platform,6.6,14.0
The History Channel: Battle for the Pacific,PS3,2008.0,Shooter,2.4,15.0
Rayman 3: Hoodlum Havoc,XB,2003.0,Platform,7.9,8.0
Superman Returns,DS,2006.0,Action,4.9,13.0
Super Ghouls 'n Ghosts,GBA,2002.0,Platform,8.8,4.0
Legend of the Guardians: The Owls of Ga'Hoole,X360,2010.0,Action,8.0,5.0
Need for Speed Underground 2,PC,2004.0,Racing,8.5,407.0
Gladius,GC,2003.0,Strategy,8.8,12.0
The Hustle: Detroit Streets,PSP,2005.0,Sports,5.3,4.0
Blood Drive,PS3,2010.0,Racing,7.0,5.0
Escape Dead Island,PS3,2014.0,Action,3.5,51.0
Torchlight,PC,2009.0,Role-Playing,8.0,794.0
Pac-Man World 3,PSP,2005.0,Platform,6.0,4.0
Rogue Trooper: Quartz Zone Massacre,Wii,2009.0,Shooter,8.2,5.0
Disney's Planes,3DS,2013.0,Simulation,4.3,6.0
Damage Inc.: Pacific Squadron WWII,X360,2012.0,Simulation,5.5,6.0
Smashing Drive,GC,,Racing,5.2,6.0
F.E.A.R. 2: Project Origin,PC,2009.0,Shooter,7.8,520.0
Toy Soldiers: War Chest,PS4,2015.0,Action,7.7,61.0
