Name,Platform,Year_of_Release,Genre,User_Score,User_Count
FIFA Soccer 2005,XB,2004.0,Sports,8.7,23.0
Mass Effect 3,PC,2012.0,Role-Playing,5.5,5926.0
Cars,DS,2006.0,Racing,2.1,11.0
Skylanders: Spyro's Adventure,X360,2011.0,Action,5.2,53.0
LEGO Harry Potter: Years 5-7,X360,,Action,7.9,39.0
LEGO Star Wars II: The Original Trilogy,GC,2006.0,Action,9.1,16.0
Medal of Honor: Underground,PS,2000.0,Shooter,9.0,44.0
Dark Cloud 2,PS2,2002.0,Role-Playing,9.1,174.0
Far Cry 3,PC,2012.0,Shooter,8.2,3183.0
Evolve,PS4,2015.0,Shooter,4.3,894.0
Dead Space 3,PS3,2013.0,Action,6.4,522.0
NHL 2001,PS2,2000.0,Sports,8.1,9.0
Farming Simulator 2013,PC,2012.0,Simulation,7.5,111.0
de Blob,Wii,2008.0,Platform,8.6,73.0
Shinobi,PS2,2002.0,Platform,7.9,43.0
Mortal Kombat: Deadly Alliance,XB,2002.0,Fighting,8.4,24.0
The Witcher 2: Assassins of Kings,PC,2011.0,Action,8.5,4378.0
Sniper Elite V2,PS3,2012.0,Shooter,6.9,92.0
ESPN NBA 2K5,XB,2004.0,Sports,8.7,22.0
Gangs of London,PSP,2006.0,Adventure,6.7,18.0
Mario Tennis Open,3DS,2012.0,Sports,6.9,110.0
PilotWings Resort,3DS,2011.0,Simulation,7.4,88.0
My Weight Loss Coach,DS,2008.0,Sports,7.6,7.0
Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005.0,Action,8.6,53.0
Sonic Unleashed,X360,2008.0,Platform,7.8,238.0
SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003.0,Platform,8.6,34.0
PlayStation All-Stars Battle Royale,PS3,2012.0,Action,7.3,540.0
Pro Evolution Soccer 2014,PS3,2013.0,Action,4.1,303.0
Yakuza 4,PS3,,Action,8.0,177.0
Tom Clancy's Ghost Recon: Future Soldier,PS3,2012.0,Shooter,6.9,156.0
Kessen,PS2,2000.0,Strategy,8.4,12.0
Driver: San Francisco,PS3,2011.0,Racing,7.7,114.0
Ben 10: Alien Force,DS,2008.0,Action,2.8,4.0
Army of Two: The 40th Day,X360,2010.0,Shooter,7.3,126.0
Lost Planet 2,PS3,2010.0,Shooter,6.9,62.0
LEGO Pirates of the Caribbean: The Video Game,PS3,2011.0,Action,7.1,34.0
NBA 2K16,X360,2015.0,Sports,3.2,24.0
Killzone,PS2,2004.0,Shooter,7.4,254.0
The SpongeBob SquarePants Movie,GC,2004.0,Platform,7.8,13.0
Star Fox 64 3D,3DS,2011.0,Shooter,8.2,231.0
Castlevania: Lament of Innocence,PS2,2003.0,Action,8.4,74.0
Tom Clancy's Splinter Cell: Blacklist,PS3,2013.0,Action,7.7,314.0
Skylanders: Spyro's Adventure,PS3,2011.0,Action,4.8,42.0
Phantasy Star Portable,PSP,2008.0,Role-Playing,7.8,19.0
WWE SmackDown vs. Raw 2009,PS3,2008.0,Fighting,7.0,49.0
NCAA Football 10,X360,2009.0,Sports,6.7,37.0
Brutal Legend,PS3,2009.0,Action,7.6,162.0
Tony Hawk: RIDE,Wii,2009.0,Sports,4.5,21.0
Bully,PS2,2006.0,Action,9.1,293.0
Prince of Persia: The Sands of Time,XB,2003.0,Action,7.8,72.0
MLB 06: The Show,PS2,2006.0,Sports,8.9,31.0
NHL 2003,PS2,2002.0,Sports,6.8,18.0
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013.0,Fighting,7.9,187.0
EA Sports UFC 2,PS4,2016.0,Sports,6.2,157.0
The Sims 2,DS,2005.0,Simulation,6.1,24.0
Tony Hawk's Pro Skater 4,XB,2002.0,Sports,8.5,21.0
Dragon Age: Inquisition,XOne,2014.0,Role-Playing,6.9,703.0
White Knight Chronicles: International Edition,PS3,2008.0,Role-Playing,7.5,213.0
Kirby: Planet Robobot,3DS,2016.0,Action,8.7,87.0
Teenage Mutant Ninja Turtles,GBA,2003.0,Action,8.8,8.0
Bayonetta,X360,2009.0,Action,8.0,597.0
MLB 07: The Show,PS2,2007.0,Sports,8.6,19.0
Cars,GC,2006.0,Racing,7.0,5.0
Build-A-Bear Workshop,DS,2007.0,Simulation,4.8,5.0
Kingdom Hearts Re:coded,DS,2010.0,Role-Playing,7.0,76.0
Operation Flashpoint: Dragon Rising,X360,2009.0,Shooter,7.8,112.0
Lego Batman 3: Beyond Gotham,PS4,2014.0,Action,7.1,75.0
Brothers in Arms: Hell's Highway,PS3,2008.0,Shooter,8.0,70.0
The LEGO Movie Videogame,PS3,2014.0,Action,6.8,12.0
Assassin's Creed III,PC,2012.0,Action,6.2,1489.0
Borderlands 2,PC,2012.0,Shooter,8.2,2482.0
Teenage Mutant Ninja Turtles,PS2,2003.0,Action,8.7,31.0
Disney Magical World,3DS,2013.0,Adventure,7.5,21.0
Top Gun: Combat Zones,PS2,2001.0,Simulation,3.3,9.0
NCAA Football 11,X360,2010.0,Sports,7.1,70.0
007: The World is not Enough,PS,2000.0,Action,6.7,44.0
Phoenix Wright: Ace Attorney,DS,2005.0,Adventure,9.2,203.0
MLB 15: The Show,PS4,2015.0,Sports,7.8,190.0
South Park: The Stick of Truth,PS3,2014.0,Role-Playing,8.5,575.0
South Park: The Stick of Truth,X360,2014.0,Role-Playing,8.4,363.0
MLB 12: The Show,PS3,2012.0,Sports,7.5,75.0
SpongeBob SquarePants: The Yellow Avenger,PSP,2006.0,Action,6.4,13.0
Dante's Inferno,X360,2010.0,Action,7.7,224.0
WWE SmackDown vs. Raw 2009,X360,2008.0,Fighting,7.1,34.0
Sonic Riders,GC,2006.0,Racing,8.0,46.0
Blue Dragon,X360,2006.0,Role-Playing,7.8,161.0
Harvest Moon 3D: A New Beginning,3DS,2012.0,Action,8.2,62.0
Kung Fu Panda,Wii,2008.0,Action,6.7,7.0
EA Sports Active 2,PS3,2010.0,Sports,5.4,14.0
Knockout Kings 2002,PS2,2002.0,Sports,8.1,12.0
Tom Clancy's EndWar,X360,2008.0,Strategy,7.2,53.0
LEGO Harry Potter: Years 5-7,PS3,,Action,8.3,48.0
Tokyo Xtreme Racer 3,PS2,2003.0,Racing,8.9,23.0
Xenoblade Chronicles,Wii,2010.0,Role-Playing,8.9,950.0
Colin McRae Rally 2.0,PS,2000.0,Racing,8.7,31.0
Dynasty Warriors 7,PS3,2011.0,Action,7.4,57.0
NBA 2K14,XOne,2013.0,Sports,5.7,183.0
SSX,PS3,2012.0,Sports,6.8,110.0
Sonic Riders: Zero Gravity,Wii,2008.0,Racing,8.1,57.0
Operation Flashpoint: Dragon Rising,PS3,2009.0,Shooter,6.5,53.0
Tiger Woods PGA Tour 2002,PS2,2002.0,Sports,7.6,5.0
Lost Odyssey,X360,2007.0,Role-Playing,8.3,432.0
Street Fighter V,PS4,2016.0,Fighting,3.4,1221.0
Just Cause 3,XOne,2015.0,Action,7.0,186.0
MLB 2005,PS2,2004.0,Sports,7.6,9.0
Marvel: Ultimate Alliance 2,X360,2009.0,Role-Playing,7.3,82.0
Burnout Revenge,PS2,2005.0,Racing,8.8,114.0
Crysis 3,X360,2013.0,Shooter,6.7,344.0
Far Cry 4,X360,2014.0,Shooter,7.0,109.0
The Witcher 2: Assassins of Kings,X360,2012.0,Action,8.3,818.0
Homefront,PS3,2011.0,Shooter,5.7,174.0
LEGO Jurassic World,PS4,2015.0,Action,7.0,80.0
The Elder Scrolls Online,PC,2014.0,Role-Playing,5.7,2421.0
Hot Shots Tennis,PS2,2006.0,Sports,8.1,8.0
MX vs. ATV Reflex,PS3,2009.0,Racing,7.4,10.0
Madden NFL 25,PS4,2013.0,Sports,5.2,118.0
Sonic Heroes,XB,2003.0,Platform,7.6,34.0
Spider-Man 3,PS2,2007.0,Platform,6.5,28.0
James Bond 007: Agent Under Fire,XB,2002.0,Shooter,7.5,15.0
LEGO Marvel Super Heroes,3DS,2013.0,Action,5.2,11.0
X-Men Legends,XB,2004.0,Role-Playing,8.5,14.0
NBA Live 2005,XB,2004.0,Sports,7.6,14.0
Harry Potter: Quidditch World Cup,PS2,2003.0,Sports,6.6,27.0
LEGO The Lord of the Rings,Wii,2012.0,Action,7.2,21.0
Blitz: The League,PS2,2005.0,Sports,8.0,20.0
Castlevania: Circle of the Moon,GBA,2001.0,Platform,8.5,59.0
SOCOM 4: U.S. Navy SEALs,PS3,2011.0,Shooter,6.3,121.0
Tiger Woods PGA Tour 06,PS2,2005.0,Sports,6.2,16.0
FIFA Street,X360,2012.0,Sports,6.7,58.0
Classic NES Series: The Legend of Zelda,GBA,2004.0,Adventure,8.6,58.0
Fire Emblem: The Sacred Stones,GBA,2004.0,Strategy,9.1,132.0
Killzone: Liberation,PSP,2006.0,Shooter,8.3,80.0
Finding Nemo,GC,2003.0,Action,5.5,8.0
Lego Batman 3: Beyond Gotham,X360,2014.0,Action,6.8,14.0
Ace Combat 2,PS,1997.0,Simulation,8.2,22.0
NFL 2K2,PS2,2001.0,Sports,7.5,6.0
Pure,PS3,2008.0,Racing,7.8,30.0
Resistance: Retribution,PSP,2009.0,Shooter,8.1,84.0
Call of Duty: World at War,DS,2008.0,Shooter,7.8,20.0
Tiger Woods PGA Tour 12: The Masters,PS3,2011.0,Sports,7.3,17.0
FIFA Soccer 09 All-Play,Wii,2008.0,Sports,8.4,22.0
LEGO Indiana Jones 2: The Adventure Continues,PS3,2009.0,Action,7.1,16.0
Fossil Fighters,DS,2008.0,Role-Playing,7.9,15.0
NCAA Football 13,PS3,2012.0,Action,4.1,34.0
The Simpsons Game,PS3,2007.0,Action,7.5,49.0
Call of Duty: Modern Warfare 2,PC,2009.0,Shooter,4.2,6430.0
The Tomb Raider Trilogy,PS3,2011.0,Action,8.1,60.0
F1 2010,X360,2010.0,Racing,7.5,65.0
Call of Juarez: Bound in Blood,PS3,2009.0,Shooter,7.8,91.0
NBA 2K6,PS2,2005.0,Action,8.3,13.0
Dissidia 012: Duodecim Final Fantasy,PSP,2011.0,Fighting,8.3,144.0
Monster 4X4: World Circuit,Wii,2006.0,Racing,7.8,17.0
Far Cry: Primal,XOne,2016.0,Action,6.4,194.0
Resident Evil: Revelations,3DS,2012.0,Action,8.5,397.0
Sonic Chronicles: The Dark Brotherhood,DS,2008.0,Role-Playing,7.3,81.0
Star Wars: The Force Unleashed,DS,2008.0,Action,5.5,18.0
Grand Theft Auto IV,PC,2008.0,Action,6.6,2299.0
WWE SmackDown vs. Raw 2011,X360,2010.0,Fighting,7.6,45.0
ESPN NHL 2K5,PS2,2004.0,Sports,8.1,18.0
Borderlands: The Handsome Collection,PS4,2015.0,Shooter,7.8,345.0
Crimson Skies: High Road to Revenge,XB,2003.0,Simulation,8.8,45.0
Madden NFL 08,Wii,2007.0,Sports,6.8,27.0
Spec Ops: Ranger Elite,PS,2001.0,Shooter,6.6,16.0
F1 2009,Wii,2009.0,Racing,7.2,30.0
Tom Clancy's Ghost Recon: Island Thunder,XB,2003.0,Shooter,8.8,17.0
Sleeping Dogs,X360,2012.0,Action,7.9,468.0
Kingdoms of Amalur: Reckoning,X360,2012.0,Role-Playing,7.7,446.0
Kingdom Hearts Re: Chain of Memories,PS2,2008.0,Role-Playing,7.2,105.0
Phantasy Star Portable 2,PSP,2009.0,Role-Playing,8.1,35.0
LittleBigPlanet Karting,PS3,2012.0,Action,6.9,159.0
Tony Hawk's Project 8,PS2,2006.0,Sports,7.3,19.0
GRID,X360,2008.0,Racing,7.9,131.0
DiRT,X360,2007.0,Racing,7.4,94.0
Red Faction: Guerrilla,X360,2009.0,Shooter,8.1,237.0
Fight Night Round 2,PS2,2005.0,Fighting,9.0,37.0
Conflict: Desert Storm,XB,2002.0,Shooter,8.1,17.0
LEGO Jurassic World,X360,2015.0,Action,7.1,14.0
Cooking Mama: World Kitchen,Wii,2008.0,Simulation,4.9,12.0
Brothers in Arms: Hell's Highway,X360,2008.0,Shooter,8.3,149.0
Vagrant Story,PS,2000.0,Role-Playing,8.3,129.0
Warriors Orochi,PS2,2007.0,Action,8.2,16.0
Crysis 3,PS3,2013.0,Shooter,6.3,288.0
Mercenaries 2: World in Flames,PS3,2008.0,Shooter,7.1,73.0
Ghostbusters: The Video Game,Wii,2009.0,Action,8.5,28.0
Endless Ocean: Blue World,Wii,2009.0,Simulation,8.5,26.0
Winning Eleven: Pro Evolution Soccer 2007,PSP,2006.0,Sports,8.3,14.0
Rocky,PS2,2002.0,Fighting,8.4,11.0
Ford Racing,PS,2001.0,Racing,5.8,4.0
Lemmings,PSP,2006.0,Puzzle,7.9,14.0
Dynasty Warriors 4: Xtreme Legends,PS2,2003.0,Action,9.1,39.0
2010 FIFA World Cup South Africa,X360,2010.0,Sports,8.1,58.0
Tomb Raider: Anniversary,Wii,2007.0,Action,7.3,25.0
NBA 2K8,X360,2007.0,Sports,7.0,28.0
Tiger Woods PGA Tour 2005,XB,2004.0,Sports,8.9,14.0
LEGO Jurassic World,PS3,2015.0,Action,7.4,14.0
Kingdoms of Amalur: Reckoning,PS3,2012.0,Role-Playing,7.6,376.0
Dragon Ball Z: Burst Limit,PS3,2008.0,Fighting,7.2,51.0
Tekken Tag Tournament 2,PS3,2012.0,Fighting,8.2,193.0
Ninja Gaiden Sigma 2,PS3,2009.0,Action,7.7,115.0
Ratatouille,PS2,2007.0,Action,8.0,11.0
Burnout 2: Point of Impact,PS2,2002.0,Racing,8.2,48.0
Wii Fit U,WiiU,2013.0,Sports,7.7,72.0
Street Fighter EX3,PS2,2000.0,Fighting,7.9,31.0
The Legendary Starfy,DS,2008.0,Platform,8.4,26.0
NCAA Football 11,PS3,2010.0,Sports,7.4,25.0
The House of the Dead: Overkill,Wii,2009.0,Shooter,8.7,95.0
Army of Two: The 40th Day,PS3,2010.0,Shooter,7.0,88.0
Darksiders II,PS3,2012.0,Action,7.1,422.0
Spider-Man 2,GC,2004.0,Action,8.8,30.0
The Lord of the Rings: War in the North,X360,,Action,7.4,113.0
 Tales of Xillia 2,PS3,2012.0,Role-Playing,7.9,216.0
Ghostbusters: The Video Game,PS3,2009.0,Action,7.9,96.0
The Incredibles,GC,2004.0,Action,7.1,7.0
Xenoblade Chronicles X,WiiU,2015.0,Role-Playing,8.9,1548.0
NBA 2K10,PS3,2009.0,Sports,7.8,39.0
Skate 2,PS3,2009.0,Sports,7.8,53.0
Big Mutha Truckers,PS2,2002.0,Racing,5.3,20.0
The Evil Within,PS3,2014.0,Action,7.6,193.0
Rogue Galaxy,PS2,2005.0,Role-Playing,8.4,89.0
ESPN College Hoops 2K5,PS2,2004.0,Sports,8.1,10.0
NCAA Football 14,PS3,2013.0,Sports,6.2,40.0
Harry Potter and the Order of the Phoenix,DS,2007.0,Action,4.9,19.0
Sniper Elite V2,X360,2012.0,Shooter,6.8,131.0
Metroid: Zero Mission,GBA,2004.0,Adventure,9.0,132.0
Ben 10: Protector of Earth,PS2,2007.0,Action,7.6,14.0
Burnout Legends,PSP,2005.0,Racing,8.4,108.0
Blazing Angels: Squadrons of WWII,Wii,2007.0,Simulation,6.7,28.0
Madden NFL 09 All-Play,Wii,2008.0,Sports,7.2,22.0
Dynasty Warriors 2,PS2,2000.0,Action,8.8,24.0
Madden NFL 07,PSP,,Sports,6.6,16.0
Time Crisis 4,PS3,2007.0,Shooter,7.4,21.0
Duke Nukem Forever,X360,2011.0,Shooter,4.4,456.0
Lizzie McGuire 2: Lizzie Diaries,GBA,2004.0,Action,5.0,5.0
NCAA Football 12,PS3,2011.0,Sports,5.8,41.0
Brute Force,XB,2003.0,Shooter,7.8,49.0
Tiger Woods PGA Tour 11,PS3,2010.0,Sports,6.7,17.0
WWE SmackDown vs. Raw 2009,Wii,2008.0,Fighting,8.5,18.0
Sly 3: Honor Among Thieves,PS2,2005.0,Platform,8.8,130.0
MLB SlugFest 20-03,PS2,,Sports,8.2,6.0
Need for Speed: Nitro,Wii,2009.0,Racing,7.4,38.0
Street Fighter X Tekken,PS3,2012.0,Fighting,5.3,191.0
Sid Meier's Civilization Revolution,X360,2008.0,Strategy,7.8,171.0
Tales of the Abyss,3DS,2011.0,Role-Playing,7.6,197.0
Dragon Age II,PS3,2011.0,Action,4.3,1197.0
Call of Duty: Modern Warfare 3,Wii,2011.0,Shooter,1.8,442.0
God of War Saga,PS3,2012.0,Action,8.3,52.0
James Bond 007: Nightfire,XB,2002.0,Shooter,7.8,25.0
Tony Hawk's Pro Skater 3,GC,2001.0,Sports,9.0,27.0
Marvel: Ultimate Alliance,PS2,2006.0,Role-Playing,8.2,33.0
Harvest Moon: Tree of Tranquility,Wii,2007.0,Simulation,8.2,28.0
Tony Hawk's Underground 2 Remix,PSP,2005.0,Sports,8.0,34.0
Need for Speed: Hot Pursuit 2,XB,2002.0,Racing,6.4,15.0
Amped: Freestyle Snowboarding,XB,2001.0,Sports,9.0,20.0
Stranglehold,X360,2007.0,Shooter,7.6,91.0
Rocket Power: Beach Bandits,PS2,2002.0,Platform,6.6,13.0
Shin Megami Tensei: Persona 4,PS2,2008.0,Role-Playing,8.9,634.0
Devil May Cry HD Collection,PS3,2012.0,Action,8.8,158.0
The Lord of the Rings: War in the North,PS3,,Action,7.0,100.0
Tales of Destiny II,PS,2000.0,Role-Playing,8.7,31.0
NASCAR 2001,PS,2000.0,Racing,6.1,9.0
The Legend of Zelda: Four Swords Adventures,GC,2004.0,Action,7.2,74.0
MediEvil: Resurrection,PSP,2005.0,Adventure,8.7,52.0
Valkyrie Profile,PS,1999.0,Role-Playing,8.8,37.0
Shaun White Snowboarding,X360,,Sports,7.6,25.0
Pro Evolution Soccer 2010,X360,2009.0,Sports,7.6,29.0
Tom Clancy's Rainbow Six 3,PS2,2004.0,Shooter,8.2,17.0
Madden NFL 25,XOne,2013.0,Sports,5.9,111.0
NCAA Football 10,PS3,2009.0,Sports,6.9,14.0
Battle of Giants: Dinosaurs,DS,2008.0,Strategy,7.2,9.0
The Sims 2,PS2,2005.0,Simulation,4.4,166.0
Dragon Ball: Raging Blast 2,PS3,2010.0,Fighting,7.5,63.0
Yakuza,PS2,2005.0,Action,8.2,73.0
Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,2006.0,Action,7.0,4.0
Star Wars Rogue Squadron III: Rebel Strike,GC,2003.0,Simulation,7.6,50.0
Hitman: Contracts,PS2,2004.0,Shooter,8.3,43.0
Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012.0,Puzzle,8.5,99.0
Ben 10: Alien Force,Wii,2008.0,Action,7.8,11.0
Final Fantasy Anthology,PS,1999.0,Role-Playing,8.1,28.0
DiRT 2,X360,2009.0,Racing,8.2,110.0
Prince of Persia: Warrior Within,XB,2004.0,Action,7.5,35.0
Killzone: Mercenary,PSV,2013.0,Shooter,8.9,513.0
Pro Evolution Soccer 2010,PSP,2009.0,Sports,4.6,5.0
Final Fantasy X / X-2 HD Remaster,PSV,2013.0,Role-Playing,8.5,223.0
Need for Speed: Hot Pursuit 2,GC,2002.0,Racing,8.3,15.0
The Sims 2: Pets,PSP,2006.0,Simulation,7.3,10.0
Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006.0,Fighting,8.6,61.0
Star Wars The Clone Wars: Republic Heroes,Wii,2009.0,Action,6.4,5.0
pro evolution soccer 2011,PSP,2010.0,Sports,5.8,5.0
Harvest Moon: A Wonderful Life,GC,2003.0,Role-Playing,8.9,148.0
All Star Cheer Squad,Wii,2008.0,Sports,5.2,10.0
DmC: Devil May Cry,PS3,2013.0,Action,5.3,1471.0
Motocross Mania,PS,2001.0,Racing,5.3,6.0
Darksiders II,X360,2012.0,Action,8.0,456.0
Need for Speed Rivals,X360,2013.0,Racing,5.4,107.0
[Prototype 2],X360,2012.0,Action,7.0,173.0
Armored Core 2,PS2,2000.0,Simulation,8.4,19.0
The Godfather II,X360,2009.0,Action,6.9,60.0
Dragon's Dogma,X360,2012.0,Role-Playing,7.8,320.0
Pro Evolution Soccer 2016,PS4,2015.0,Sports,7.1,680.0
NCAA Football 08,PS2,2007.0,Sports,8.3,23.0
FIFA Soccer 2004,XB,2003.0,Sports,8.2,23.0
The Sims 2: Castaway,PSP,2007.0,Simulation,7.3,18.0
Star Ocean: The Last Hope,X360,2009.0,Role-Playing,7.2,150.0
Sniper: Ghost Warrior,PS3,2011.0,Shooter,6.0,34.0
Invizimals,PSP,2009.0,Strategy,7.3,19.0
Forza Horizon 2,X360,2014.0,Racing,5.1,116.0
WWE 2K15,PS3,2014.0,Sports,3.1,57.0
Too Human,X360,2008.0,Role-Playing,7.0,458.0
Tiger Woods PGA Tour 10,PS3,2009.0,Sports,7.7,9.0
Tom Clancy's Splinter Cell: Double Agent,X360,2006.0,Action,8.1,148.0
Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010.0,Fighting,8.5,39.0
Golden Sun: Dark Dawn,DS,2010.0,Role-Playing,8.1,86.0
Fight Night Champion,X360,2011.0,Fighting,7.4,105.0
Dead Island: Riptide,X360,2013.0,Action,6.3,192.0
Madden NFL 16,PS3,2015.0,Sports,3.1,18.0
Star Wars The Clone Wars: Jedi Alliance,DS,2008.0,Action,7.8,32.0
The World Ends With You,DS,2007.0,Role-Playing,8.9,283.0
Drawn to Life,DS,2007.0,Action,8.2,30.0
Sid Meier's Civilization Revolution,PS3,2008.0,Strategy,7.7,87.0
NBA 2K7,PS2,2006.0,Sports,8.4,18.0
James Bond 007: Nightfire,GC,2002.0,Shooter,8.6,46.0
Goldeneye 007: Reloaded,PS3,2011.0,Shooter,6.3,52.0
Rayman Origins,X360,2011.0,Platform,8.2,209.0
Aliens: Colonial Marines,X360,2013.0,Shooter,3.8,449.0
MadWorld,Wii,2009.0,Action,8.6,176.0
Need for Speed: ProStreet,PSP,2008.0,Racing,7.1,19.0
Perfect Dark Zero,X360,2005.0,Shooter,7.3,229.0
Marvel Nemesis: Rise of the Imperfects,PS2,2005.0,Fighting,6.3,46.0
Need for Speed: Porsche Unleashed,PS,1999.0,Racing,8.5,24.0
Resident Evil: Operation Raccoon City,X360,2012.0,Action,4.9,330.0
UFC Personal Trainer: The Ultimate Fitness System,X360,2011.0,Sports,6.5,15.0
Worms: Open Warfare,PSP,2006.0,Strategy,6.6,18.0
Star Wars Episode II: Attack of the Clones,GBA,2002.0,Action,5.0,6.0
Ghost Squad,Wii,2007.0,Shooter,7.5,31.0
Maximo: Ghosts to Glory,PS2,2001.0,Platform,8.7,16.0
Donkey Kong Country 3,GBA,2005.0,Platform,8.4,27.0
All-Star Baseball 2003,PS2,2002.0,Sports,8.4,17.0
Unlimited Saga,PS2,2002.0,Role-Playing,3.0,29.0
Pokemon Dash,DS,2004.0,Racing,5.9,34.0
Dragon Ball: Raging Blast,PS3,2009.0,Fighting,7.2,58.0
Twisted Metal: Head On,PSP,2005.0,Action,8.2,38.0
Sonic Unleashed,PS2,2008.0,Platform,6.7,49.0
Cabela's Deer Hunt: 2004 Season,PS2,2003.0,Sports,9.0,40.0
Driv3r,XB,2004.0,Racing,4.7,69.0
ISS Pro Evolution,PS,1998.0,Sports,8.7,40.0
Need For Speed: Undercover,PSP,2008.0,Racing,6.8,37.0
Metroid Prime Hunters,DS,2006.0,Shooter,8.0,188.0
Bayonetta 2,WiiU,2014.0,Action,8.2,1217.0
Star Wars Battlefront: Elite Squadron,PSP,2009.0,Shooter,8.0,41.0
Syphon Filter: The Omega Strain,PS2,2004.0,Shooter,6.9,30.0
FIFA Soccer 11,PS2,2010.0,Sports,6.6,7.0
The Sims 3,3DS,2011.0,Simulation,3.3,31.0
Mortal Kombat: Deception,XB,2004.0,Fighting,8.8,24.0
That's So Raven,GBA,2004.0,Adventure,7.6,5.0
Portal 2,PC,2011.0,Shooter,8.8,5999.0
Duke Nukem Forever,PS3,2011.0,Shooter,4.9,278.0
Star Wars: The Force Unleashed II,Wii,2010.0,Action,7.8,31.0
Harry Potter and the Half-Blood Prince,Wii,2009.0,Action,6.0,8.0
Wall-E,PS2,2008.0,Platform,8.4,9.0
Professor Layton and the Azran Legacy,3DS,2013.0,Puzzle,7.9,86.0
Mega Man X5,PS,2000.0,Platform,8.9,55.0
Titanfall 2,PS4,2016.0,Shooter,8.4,704.0
Genji: Days of the Blade,PS3,2006.0,Action,5.8,30.0
Metal Gear Solid V: The Phantom Pain,XOne,2015.0,Action,7.3,900.0
Rockstar Games presents Table Tennis,X360,2006.0,Sports,7.8,69.0
Drawn to Life: The Next Chapter,Wii,2009.0,Puzzle,6.0,8.0
PokePark 2: Wonders Beyond,Wii,2011.0,Action,7.0,27.0
WWE SmackDown vs. Raw 2009,PSP,2008.0,Fighting,6.0,9.0
LEGO Batman 2: DC Super Heroes,3DS,2012.0,Action,5.2,25.0
SoulCalibur V,PS3,2012.0,Fighting,6.7,150.0
Shark Tale,PS2,2004.0,Action,6.5,6.0
Zone of the Enders,PS2,2001.0,Shooter,7.4,49.0
Pro Evolution Soccer 2015,PS4,2014.0,Sports,7.2,386.0
Tony Hawk's Underground 2,XB,2004.0,Sports,7.8,12.0
Madden NFL 06,PSP,2005.0,Sports,7.9,16.0
Raving Rabbids: Travel in Time,Wii,2010.0,Adventure,7.6,14.0
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001.0,Fighting,7.9,27.0
MVP 06 NCAA Baseball,PS2,2006.0,Sports,9.0,18.0
Turok,X360,2008.0,Action,7.1,120.0
Coded Arms,PSP,2005.0,Shooter,6.5,61.0
Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007.0,Role-Playing,6.9,106.0
The Lord of the Rings: Conquest,PS3,2009.0,Action,7.1,57.0
Burnout,PS2,2001.0,Racing,7.7,33.0
Spectrobes,DS,2007.0,Role-Playing,7.9,31.0
The Godfather II,PS3,2009.0,Action,7.2,50.0
Mortal Kombat: Unchained,PSP,2006.0,Fighting,8.8,31.0
Need for Speed: Shift,PSP,2009.0,Racing,6.5,31.0
Dark Souls II,X360,2014.0,Role-Playing,7.9,915.0
Assassin's Creed: Revelations,PC,2011.0,Action,7.4,771.0
[Prototype 2],PS3,2012.0,Action,6.8,179.0
Midnight Club 3: DUB Edition,XB,2005.0,Racing,7.4,40.0
Resident Evil: Revelations,PS3,2013.0,Action,7.2,204.0
Tom Clancy's Rainbow Six: Vegas,PSP,2007.0,Shooter,7.1,31.0
Red Faction: Guerrilla,PS3,2009.0,Shooter,8.1,136.0
Ace Combat: Assault Horizon,PS3,2011.0,Action,6.7,82.0
Unreal Championship,XB,2002.0,Shooter,8.2,24.0
Lego Batman 3: Beyond Gotham,PS3,2014.0,Action,6.7,11.0
Crysis 2,PC,2011.0,Action,6.8,1594.0
Tales of Vesperia,X360,2008.0,Role-Playing,8.2,264.0
MLB 13: The Show,PS3,2013.0,Sports,7.8,114.0
LEGO Marvel Super Heroes,WiiU,2013.0,Action,8.0,71.0
NBA 2K16,PS3,2015.0,Sports,4.6,13.0
Sword of Mana,GBA,2003.0,Role-Playing,8.3,25.0
FIFA 17,PS3,2016.0,Sports,3.3,21.0
Marvel: Ultimate Alliance 2,PS3,2009.0,Role-Playing,7.3,51.0
Dragon Age: Inquisition,PC,2014.0,Role-Playing,5.9,3926.0
Resonance of Fate,PS3,2010.0,Role-Playing,8.0,136.0
Pirates of the Caribbean: At World's End,PS3,2007.0,Action,6.9,19.0
Tiger Woods PGA Tour 08,PS3,2007.0,Sports,6.6,7.0
Classic NES Series: Donkey Kong,GBA,2004.0,Platform,4.8,4.0
Harvest Moon: Animal Parade,Wii,2008.0,Simulation,8.9,20.0
WWE SmackDown vs. Raw 2010,Wii,2009.0,Fighting,7.7,9.0
Style Savvy: Trendsetters,3DS,2012.0,Simulation,8.0,15.0
Final Fantasy XIII-2,X360,2011.0,Role-Playing,6.3,268.0
Oddworld: Munch's Oddysee,XB,2001.0,Platform,8.7,32.0
